base_year,series,year,indicator,frequency,revision,industry,subindustry,institutional_sector,quarter,current_price,constant_price,unit
2011-12,Back,2005-06,Gross Value Added,Annual,,Manufacturing,"Food Products, Beverages and Tobacco",,,68533.04730210164,108847.14056375358,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,Manufacturing,"Textiles, Apparel and Leather Products",,,70302.87810984711,95017.11319151612,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,Manufacturing,Metal Products,,,93550.52295544872,151518.55293890202,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,Manufacturing,Machinery and Equipment,,,124469.90622733455,159114.24904445108,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,Manufacturing,Other Manufactured Goods,,,223303.53654986282,352978.39227814344,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,Manufacturing,,,,580159.8911445949,867475.4480167662,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,"Electricity, Gas, Water Supply & Other Utility Services",,,,83469.93959068798,123440.20393582512,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,Construction,,,,298540.43205787893,464605.2551747598,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,,315530.16386509634,531753.4179885044,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,,36648.65736237709,61600.3380194675,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",,,,352178.82122747344,593353.7560079719,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,,30555.392171409927,38271,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,,119504.73130810319,164499.90720687245,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,,3686.9343511697925,6460.929667759273,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,,2192.8848490608,1961.435227044425,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,,,26992.838604651944,39787.908367385324,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,,1701.0046148212264,2439.509167297236,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,,71354.05273757796,86607.5346404359,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",,,,255987.83863679483,340028.22427679464,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,Financial Services,,,,180851.24922738216,312009.3083452974,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,"Real Estate, Ownership of Dwelling & Professional Services",,,,430239.6634763012,767646.9447074456,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,Public Administration and Defence,,,,190538.4496464351,308660.3660478866,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,Other Services,,,,204426.70441366473,282302.18493926903,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,Total Gross Value Added,,,,3326913.741140818,5514228.282650434,₹ Crore
2011-12,Back,2005-06,Gross Value Added,Annual,,,,,,3326913.741140818,5514228.282650434,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Crops,,,364695.11830646463,750751.6352616131,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Livestock,,,103971.43225948092,213999.80063730545,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,,71828.35973634644,139262.63066005713,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,,27140.264952704514,48826.605724408786,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",,,,567635.1752549965,1152840.6722833845,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,Mining and Quarrying,,,,93758.81518221048,232211.88303152146,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,Manufacturing,"Food Products, Beverages and Tobacco",,,57307.601676125945,97294.59246988273,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,Manufacturing,"Textiles, Apparel and Leather Products",,,57770.247982630695,81612.16585806136,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,Manufacturing,Metal Products,,,95184.66288969043,132348.1502045798,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,Manufacturing,Machinery and Equipment,,,101834.00787203008,139788.3155726182,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,Manufacturing,Other Manufactured Goods,,,192212.06325835845,342265.12295361503,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,Manufacturing,,,,504308.5836788356,793308.3470587571,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,"Electricity, Gas, Water Supply & Other Utility Services",,,,77502.85869836295,116105.41613392935,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,Construction,,,,255447.45448148245,411620.19114698766,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,,272045.7786639161,483515.3498115765,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,,30362.499533839302,53852.077257553516,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",,,,302408.2781977554,537367.42706913,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,,28601.07205048854,35495,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,,103280.42454161638,150600.0034131426,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,,3385.58775867749,6094.887661136832,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,,2309.8098394234303,1587.375240521039,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,,,22477.136583337902,34982.533277374656,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,,1600.9941108013363,2404.4805193925636,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,,62351.80577010202,84172.32226598942,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",,,,224006.83065444708,315336.60237755714,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,Financial Services,,,,147718.2578781824,278995.43875777564,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,"Real Estate, Ownership of Dwelling & Professional Services",,,,381137.36251686275,706974.3509593885,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,Public Administration and Defence,,,,175040.08138256494,295461.9085293899,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,Other Services,,,,175335.0239233741,252280.41940807807,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,Total Gross Value Added,,,,2904298.721849075,5092502.656755899,₹ Crore
2011-12,Back,2004-05,Gross Value Added,Annual,,,,,,2904298.721849075,5092502.656755899,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Crops,,,351323.34924572665,750263.7730108328,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Livestock,,,100530.05863995549,213954.78505510234,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,,68823.38658594197,136344.25178882323,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,,26435.654371418652,49843.687883037936,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",,,,546794.3464457189,1150728.708061624,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,Mining and Quarrying,,,,70704.20162622078,215181.34824144555,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,Manufacturing,"Food Products, Beverages and Tobacco",,,43935.47461340667,73376.49832172188,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,Manufacturing,"Textiles, Apparel and Leather Products",,,47577.93605121253,76919.23814314161,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,Manufacturing,Metal Products,,,102322.40481985922,190242.91437175334,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,Manufacturing,Machinery and Equipment,,,56324.64068112217,93566.18452873635,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,Manufacturing,Other Manufactured Goods,,,180361.16299015988,304538.7503293356,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,Manufacturing,,,,435282.4704211514,738763.5619137353,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,"Electricity, Gas, Water Supply & Other Utility Services",,,,73284.30695430501,107560.39056494695,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,Construction,,,,187951.74343846482,353800.8736745543,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,,233851.13631080047,450615.642708575,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,,25232.55579250386,48336.86428742809,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",,,,259166.6780239945,499126.5162055237,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,,25971.00080958003,33081.93792688537,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,,1352.085346268502,2117.4281017384983,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,,53438.74462574909,69590.10169382235,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Transport by Other Means,,,112088.38468042179,172391.2558352768,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",,,,192630.08817596,278671.84145540703,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,Financial Services,,,,142496.1145517945,258122.05394543541,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,"Real Estate, Ownership of Dwelling & Professional Services",,,,340147.10730066855,658415.6712137631,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,Public Administration and Defence,,,,157152.02586508097,277229.0880445275,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,Other Services,,,,156798.69055042422,232788.5216684241,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,Total Gross Value Added,,,,2566464.829191608,4757083.744439926,₹ Crore
2011-12,Back,2003-04,Gross Value Added,Annual,,,,,,2566464.829191608,4757084.071748168,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Crops,,,309495.05841314053,676906.7906157791,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Livestock,,,87664.5452436561,192429.94701181588,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,,64745.4763509825,137920.99629542496,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,,25015.638339217196,48122.64274561961,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",,,,486974.46982296725,1055244.0901475046,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,Mining and Quarrying,,,,69448.42731843427,209524.69107366205,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,Manufacturing,"Food Products, Beverages and Tobacco",,,39517.609271218986,71009.07488180776,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,Manufacturing,"Textiles, Apparel and Leather Products",,,44902.306164856156,78305.61685305994,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,Manufacturing,Metal Products,,,85134.68255590834,175677.82354002813,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,Manufacturing,Machinery and Equipment,,,48027.704779972126,79579.22749792413,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,Manufacturing,Other Manufactured Goods,,,163944.8425830469,286790.78365360625,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,Manufacturing,,,,387818.3439529671,694740.5598859435,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,"Electricity, Gas, Water Supply & Other Utility Services",,,,70476.34117310208,102820.07074287906,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,Construction,,,,161730.16611025887,314683.02717366617,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,,205114.0692940704,408842.6325066262,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,,22529.02022357615,44502.421553469976,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,"Trade, Repair, Hotels and Restaurants",,,,227677.86452071543,453442.15633557405,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,,23808.921504469556,31232.88671833528,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,,1256.7399478348368,2015.296093294397,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,,44864.64485065006,55318.182555055726,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",Transport by Other Means,,,95150.92513340813,153968.8537313793,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,"Transport, Storage, Communication & Services Related to Broadcasting",,,,164897.23662640154,245725.8646129001,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,Financial Services,,,,127064.37556889912,251374.2426384315,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,"Real Estate, Ownership of Dwelling & Professional Services",,,,305135.68075706926,615109.5280657129,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,Public Administration and Defence,,,,148166.11190492206,270871.85583016754,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,Other Services,,,,141975.65196053725,216880.42909905085,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,Total Gross Value Added,,,,2290883.1398834367,4406073.287255716,₹ Crore
2011-12,Back,2002-03,Gross Value Added,Annual,,,,,,2290883.1398834367,4406073.590412897,₹ Crore
2011-12,Back,2001-02,Gross Value Added,Annual,,"Agriculture, Livestock, Forestry and Fishing",Crops,,,321817.9813651066,736859.9726506756,₹ Crore
